Device/Package xc7a200tffg1156 4/30/2012 11:18:32                                                                                                                
                                                                                                                      
Pin   Pin Name                      Memory Byte Group  Bank               VCCAUX Group  Super Logic Region  I/O Type  No-Connect
D21   MGTAVTT_G11                   NA                 NA                 NA            NA                  NA        NA
F22   MGTAVTT_G11                   NA                 NA                 NA            NA                  NA        NA
A1    GND                           NA                 NA                 NA            NA                  NA        NA
A11   GND                           NA                 NA                 NA            NA                  NA        NA
A12   GND                           NA                 NA                 NA            NA                  NA        NA
A14   GND                           NA                 NA                 NA            NA                  NA        NA
A16   GND                           NA                 NA                 NA            NA                  NA        NA
A18   GND                           NA                 NA                 NA            NA                  NA        NA
A20   GND                           NA                 NA                 NA            NA                  NA        NA
A22   GND                           NA                 NA                 NA            NA                  NA        NA
A24   GND                           NA                 NA                 NA            NA                  NA        NA
A26   GND                           NA                 NA                 NA            NA                  NA        NA
B8    GND                           NA                 NA                 NA            NA                  NA        NA
B12   GND                           NA                 NA                 NA            NA                  NA        NA
B24   GND                           NA                 NA                 NA            NA                  NA        NA
B33   GND                           NA                 NA                 NA            NA                  NA        NA
C5    GND                           NA                 NA                 NA            NA                  NA        NA
C12   GND                           NA                 NA                 NA            NA                  NA        NA
C13   GND                           NA                 NA                 NA            NA                  NA        NA
C15   GND                           NA                 NA                 NA            NA                  NA        NA
C17   GND                           NA                 NA                 NA            NA                  NA        NA
C19   GND                           NA                 NA                 NA            NA                  NA        NA
C21   GND                           NA                 NA                 NA            NA                  NA        NA
C23   GND                           NA                 NA                 NA            NA                  NA        NA
C24   GND                           NA                 NA                 NA            NA                  NA        NA
C30   GND                           NA                 NA                 NA            NA                  NA        NA
D2    GND                           NA                 NA                 NA            NA                  NA        NA
D12   GND                           NA                 NA                 NA            NA                  NA        NA
D23   GND                           NA                 NA                 NA            NA                  NA        NA
D27   GND                           NA                 NA                 NA            NA                  NA        NA
E9    GND                           NA                 NA                 NA            NA                  NA        NA
E12   GND                           NA                 NA                 NA            NA                  NA        NA
E14   GND                           NA                 NA                 NA            NA                  NA        NA
E16   GND                           NA                 NA                 NA            NA                  NA        NA
E18   GND                           NA                 NA                 NA            NA                  NA        NA
E20   GND                           NA                 NA                 NA            NA                  NA        NA
E22   GND                           NA                 NA                 NA            NA                  NA        NA
E23   GND                           NA                 NA                 NA            NA                  NA        NA
E24   GND                           NA                 NA                 NA            NA                  NA        NA
E34   GND                           NA                 NA                 NA            NA                  NA        NA
F6    GND                           NA                 NA                 NA            NA                  NA        NA
F12   GND                           NA                 NA                 NA            NA                  NA        NA
F23   GND                           NA                 NA                 NA            NA                  NA        NA
F31   GND                           NA                 NA                 NA            NA                  NA        NA
G3    GND                           NA                 NA                 NA            NA                  NA        NA
G12   GND                           NA                 NA                 NA            NA                  NA        NA
G13   GND                           NA                 NA                 NA            NA                  NA        NA
G15   GND                           NA                 NA                 NA            NA                  NA        NA
G17   GND                           NA                 NA                 NA            NA                  NA        NA
G19   GND                           NA                 NA                 NA            NA                  NA        NA
G21   GND                           NA                 NA                 NA            NA                  NA        NA
G23   GND                           NA                 NA                 NA            NA                  NA        NA
G28   GND                           NA                 NA                 NA            NA                  NA        NA
H10   GND                           NA                 NA                 NA            NA                  NA        NA
H13   GND                           NA                 NA                 NA            NA                  NA        NA
H22   GND                           NA                 NA                 NA            NA                  NA        NA
H23   GND                           NA                 NA                 NA            NA                  NA        NA
H25   GND                           NA                 NA                 NA            NA                  NA        NA
J7    GND                           NA                 NA                 NA            NA                  NA        NA
J13   GND                           NA                 NA                 NA            NA                  NA        NA
J14   GND                           NA                 NA                 NA            NA                  NA        NA
J15   GND                           NA                 NA                 NA            NA                  NA        NA
J16   GND                           NA                 NA                 NA            NA                  NA        NA
J17   GND                           NA                 NA                 NA            NA                  NA        NA
J18   GND                           NA                 NA                 NA            NA                  NA        NA
J19   GND                           NA                 NA                 NA            NA                  NA        NA
J20   GND                           NA                 NA                 NA            NA                  NA        NA
J21   GND                           NA                 NA                 NA            NA                  NA        NA
J22   GND                           NA                 NA                 NA            NA                  NA        NA
J32   GND                           NA                 NA                 NA            NA                  NA        NA
K4    GND                           NA                 NA                 NA            NA                  NA        NA
K15   GND                           NA                 NA                 NA            NA                  NA        NA
K17   GND                           NA                 NA                 NA            NA                  NA        NA
K19   GND                           NA                 NA                 NA            NA                  NA        NA
K29   GND                           NA                 NA                 NA            NA                  NA        NA
L1    GND                           NA                 NA                 NA            NA                  NA        NA
L11   GND                           NA                 NA                 NA            NA                  NA        NA
L14   GND                           NA                 NA                 NA            NA                  NA        NA
L16   GND                           NA                 NA                 NA            NA                  NA        NA
L18   GND                           NA                 NA                 NA            NA                  NA        NA
L20   GND                           NA                 NA                 NA            NA                  NA        NA
L26   GND                           NA                 NA                 NA            NA                  NA        NA
M8    GND                           NA                 NA                 NA            NA                  NA        NA
M13   GND                           NA                 NA                 NA            NA                  NA        NA
M15   GND                           NA                 NA                 NA            NA                  NA        NA
M17   GND                           NA                 NA                 NA            NA                  NA        NA
M19   GND                           NA                 NA                 NA            NA                  NA        NA
M21   GND                           NA                 NA                 NA            NA                  NA        NA
M23   GND                           NA                 NA                 NA            NA                  NA        NA
M33   GND                           NA                 NA                 NA            NA                  NA        NA
N5    GND                           NA                 NA                 NA            NA                  NA        NA
N12   GND                           NA                 NA                 NA            NA                  NA        NA
N14   GND                           NA                 NA                 NA            NA                  NA        NA
N16   GND                           NA                 NA                 NA            NA                  NA        NA
N18   GND                           NA                 NA                 NA            NA                  NA        NA
N20   GND                           NA                 NA                 NA            NA                  NA        NA
N22   GND                           NA                 NA                 NA            NA                  NA        NA
N30   GND                           NA                 NA                 NA            NA                  NA        NA
P2    GND                           NA                 NA                 NA            NA                  NA        NA
P13   GND                           NA                 NA                 NA            NA                  NA        NA
P15   GND                           NA                 NA                 NA            NA                  NA        NA
P17   GND                           NA                 NA                 NA            NA                  NA        NA
P19   GND                           NA                 NA                 NA            NA                  NA        NA
P21   GND                           NA                 NA                 NA            NA                  NA        NA
P23   GND                           NA                 NA                 NA            NA                  NA        NA
P27   GND                           NA                 NA                 NA            NA                  NA        NA
R9    GND                           NA                 NA                 NA            NA                  NA        NA
R12   GND                           NA                 NA                 NA            NA                  NA        NA
R14   GND                           NA                 NA                 NA            NA                  NA        NA
R16   GND                           NA                 NA                 NA            NA                  NA        NA
R18   GND                           NA                 NA                 NA            NA                  NA        NA
R20   GND                           NA                 NA                 NA            NA                  NA        NA
R22   GND                           NA                 NA                 NA            NA                  NA        NA
R24   GND                           NA                 NA                 NA            NA                  NA        NA
R34   GND                           NA                 NA                 NA            NA                  NA        NA
T6    GND                           NA                 NA                 NA            NA                  NA        NA
T13   GND                           NA                 NA                 NA            NA                  NA        NA
T15   GND                           NA                 NA                 NA            NA                  NA        NA
T19   GND                           NA                 NA                 NA            NA                  NA        NA
T21   GND                           NA                 NA                 NA            NA                  NA        NA
T23   GND                           NA                 NA                 NA            NA                  NA        NA
T31   GND                           NA                 NA                 NA            NA                  NA        NA
U3    GND                           NA                 NA                 NA            NA                  NA        NA
U12   GND                           NA                 NA                 NA            NA                  NA        NA
U14   GND                           NA                 NA                 NA            NA                  NA        NA
U16   GND                           NA                 NA                 NA            NA                  NA        NA
U20   GND                           NA                 NA                 NA            NA                  NA        NA
U22   GND                           NA                 NA                 NA            NA                  NA        NA
U28   GND                           NA                 NA                 NA            NA                  NA        NA
V10   GND                           NA                 NA                 NA            NA                  NA        NA
V13   GND                           NA                 NA                 NA            NA                  NA        NA
V15   GND                           NA                 NA                 NA            NA                  NA        NA
V19   GND                           NA                 NA                 NA            NA                  NA        NA
V21   GND                           NA                 NA                 NA            NA                  NA        NA
V23   GND                           NA                 NA                 NA            NA                  NA        NA
V25   GND                           NA                 NA                 NA            NA                  NA        NA
W7    GND                           NA                 NA                 NA            NA                  NA        NA
W12   GND                           NA                 NA                 NA            NA                  NA        NA
W14   GND                           NA                 NA                 NA            NA                  NA        NA
W16   GND                           NA                 NA                 NA            NA                  NA        NA
W20   GND                           NA                 NA                 NA            NA                  NA        NA
W22   GND                           NA                 NA                 NA            NA                  NA        NA
W32   GND                           NA                 NA                 NA            NA                  NA        NA
Y4    GND                           NA                 NA                 NA            NA                  NA        NA
Y13   GND                           NA                 NA                 NA            NA                  NA        NA
Y15   GND                           NA                 NA                 NA            NA                  NA        NA
Y17   GND                           NA                 NA                 NA            NA                  NA        NA
Y19   GND                           NA                 NA                 NA            NA                  NA        NA
Y21   GND                           NA                 NA                 NA            NA                  NA        NA
Y23   GND                           NA                 NA                 NA            NA                  NA        NA
Y29   GND                           NA                 NA                 NA            NA                  NA        NA
AA1   GND                           NA                 NA                 NA            NA                  NA        NA
AA11  GND                           NA                 NA                 NA            NA                  NA        NA
AA12  GND                           NA                 NA                 NA            NA                  NA        NA
AA14  GND                           NA                 NA                 NA            NA                  NA        NA
AA16  GND                           NA                 NA                 NA            NA                  NA        NA
AA18  GND                           NA                 NA                 NA            NA                  NA        NA
AA20  GND                           NA                 NA                 NA            NA                  NA        NA
AA22  GND                           NA                 NA                 NA            NA                  NA        NA
AA26  GND                           NA                 NA                 NA            NA                  NA        NA
AB8   GND                           NA                 NA                 NA            NA                  NA        NA
AB13  GND                           NA                 NA                 NA            NA                  NA        NA
AB15  GND                           NA                 NA                 NA            NA                  NA        NA
AB17  GND                           NA                 NA                 NA            NA                  NA        NA
AB19  GND                           NA                 NA                 NA            NA                  NA        NA
AB21  GND                           NA                 NA                 NA            NA                  NA        NA
AB23  GND                           NA                 NA                 NA            NA                  NA        NA
AB33  GND                           NA                 NA                 NA            NA                  NA        NA
AC5   GND                           NA                 NA                 NA            NA                  NA        NA
AC12  GND                           NA                 NA                 NA            NA                  NA        NA
AC14  GND                           NA                 NA                 NA            NA                  NA        NA
AC16  GND                           NA                 NA                 NA            NA                  NA        NA
AC18  GND                           NA                 NA                 NA            NA                  NA        NA
AC20  GND                           NA                 NA                 NA            NA                  NA        NA
AC22  GND                           NA                 NA                 NA            NA                  NA        NA
AC30  GND                           NA                 NA                 NA            NA                  NA        NA
AD2   GND                           NA                 NA                 NA            NA                  NA        NA
AD15  GND                           NA                 NA                 NA            NA                  NA        NA
AD17  GND                           NA                 NA                 NA            NA                  NA        NA
AD19  GND                           NA                 NA                 NA            NA                  NA        NA
AD21  GND                           NA                 NA                 NA            NA                  NA        NA
AD27  GND                           NA                 NA                 NA            NA                  NA        NA
AE9   GND                           NA                 NA                 NA            NA                  NA        NA
AE16  GND                           NA                 NA                 NA            NA                  NA        NA
AE18  GND                           NA                 NA                 NA            NA                  NA        NA
AE20  GND                           NA                 NA                 NA            NA                  NA        NA
AE22  GND                           NA                 NA                 NA            NA                  NA        NA
AE24  GND                           NA                 NA                 NA            NA                  NA        NA
AE34  GND                           NA                 NA                 NA            NA                  NA        NA
AF6   GND                           NA                 NA                 NA            NA                  NA        NA
AF13  GND                           NA                 NA                 NA            NA                  NA        NA
AF14  GND                           NA                 NA                 NA            NA                  NA        NA
AF15  GND                           NA                 NA                 NA            NA                  NA        NA
AF16  GND                           NA                 NA                 NA            NA                  NA        NA
AF17  GND                           NA                 NA                 NA            NA                  NA        NA
AF18  GND                           NA                 NA                 NA            NA                  NA        NA
AF19  GND                           NA                 NA                 NA            NA                  NA        NA
AF20  GND                           NA                 NA                 NA            NA                  NA        NA
AF21  GND                           NA                 NA                 NA            NA                  NA        NA
AF22  GND                           NA                 NA                 NA            NA                  NA        NA
AF31  GND                           NA                 NA                 NA            NA                  NA        NA
AG3   GND                           NA                 NA                 NA            NA                  NA        NA
AG13  GND                           NA                 NA                 NA            NA                  NA        NA
AG22  GND                           NA                 NA                 NA            NA                  NA        NA
AG23  GND                           NA                 NA                 NA            NA                  NA        NA
AG28  GND                           NA                 NA                 NA            NA                  NA        NA
AH10  GND                           NA                 NA                 NA            NA                  NA        NA
AH12  GND                           NA                 NA                 NA            NA                  NA        NA
AH13  GND                           NA                 NA                 NA            NA                  NA        NA
AH15  GND                           NA                 NA                 NA            NA                  NA        NA
AH17  GND                           NA                 NA                 NA            NA                  NA        NA
AH19  GND                           NA                 NA                 NA            NA                  NA        NA
AH21  GND                           NA                 NA                 NA            NA                  NA        NA
AH23  GND                           NA                 NA                 NA            NA                  NA        NA
AH25  GND                           NA                 NA                 NA            NA                  NA        NA
AJ7   GND                           NA                 NA                 NA            NA                  NA        NA
AJ12  GND                           NA                 NA                 NA            NA                  NA        NA
AJ23  GND                           NA                 NA                 NA            NA                  NA        NA
AJ32  GND                           NA                 NA                 NA            NA                  NA        NA
AK4   GND                           NA                 NA                 NA            NA                  NA        NA
AK12  GND                           NA                 NA                 NA            NA                  NA        NA
AK14  GND                           NA                 NA                 NA            NA                  NA        NA
AK16  GND                           NA                 NA                 NA            NA                  NA        NA
AK18  GND                           NA                 NA                 NA            NA                  NA        NA
AK20  GND                           NA                 NA                 NA            NA                  NA        NA
AK22  GND                           NA                 NA                 NA            NA                  NA        NA
AK23  GND                           NA                 NA                 NA            NA                  NA        NA
AK24  GND                           NA                 NA                 NA            NA                  NA        NA
AK29  GND                           NA                 NA                 NA            NA                  NA        NA
AL1   GND                           NA                 NA                 NA            NA                  NA        NA
AL11  GND                           NA                 NA                 NA            NA                  NA        NA
AL12  GND                           NA                 NA                 NA            NA                  NA        NA
AL23  GND                           NA                 NA                 NA            NA                  NA        NA
AL26  GND                           NA                 NA                 NA            NA                  NA        NA
AM8   GND                           NA                 NA                 NA            NA                  NA        NA
AM12  GND                           NA                 NA                 NA            NA                  NA        NA
AM13  GND                           NA                 NA                 NA            NA                  NA        NA
AM15  GND                           NA                 NA                 NA            NA                  NA        NA
AM17  GND                           NA                 NA                 NA            NA                  NA        NA
AM19  GND                           NA                 NA                 NA            NA                  NA        NA
AM21  GND                           NA                 NA                 NA            NA                  NA        NA
AM23  GND                           NA                 NA                 NA            NA                  NA        NA
AM24  GND                           NA                 NA                 NA            NA                  NA        NA
AM33  GND                           NA                 NA                 NA            NA                  NA        NA
AN5   GND                           NA                 NA                 NA            NA                  NA        NA
AN12  GND                           NA                 NA                 NA            NA                  NA        NA
AN24  GND                           NA                 NA                 NA            NA                  NA        NA
AN30  GND                           NA                 NA                 NA            NA                  NA        NA
AP2   GND                           NA                 NA                 NA            NA                  NA        NA
AP12  GND                           NA                 NA                 NA            NA                  NA        NA
AP14  GND                           NA                 NA                 NA            NA                  NA        NA
AP16  GND                           NA                 NA                 NA            NA                  NA        NA
AP18  GND                           NA                 NA                 NA            NA                  NA        NA
AP20  GND                           NA                 NA                 NA            NA                  NA        NA
AP22  GND                           NA                 NA                 NA            NA                  NA        NA
AP24  GND                           NA                 NA                 NA            NA                  NA        NA
AP27  GND                           NA                 NA                 NA            NA                  NA        NA
K14   VCCINT                        NA                 NA                 NA            NA                  NA        NA
K16   VCCINT                        NA                 NA                 NA            NA                  NA        NA
K18   VCCINT                        NA                 NA                 NA            NA                  NA        NA
K20   VCCINT                        NA                 NA                 NA            NA                  NA        NA
L15   VCCINT                        NA                 NA                 NA            NA                  NA        NA
L17   VCCINT                        NA                 NA                 NA            NA                  NA        NA
L19   VCCINT                        NA                 NA                 NA            NA                  NA        NA
L21   VCCINT                        NA                 NA                 NA            NA                  NA        NA
M14   VCCINT                        NA                 NA                 NA            NA                  NA        NA
M16   VCCINT                        NA                 NA                 NA            NA                  NA        NA
M18   VCCINT                        NA                 NA                 NA            NA                  NA        NA
N15   VCCINT                        NA                 NA                 NA            NA                  NA        NA
N17   VCCINT                        NA                 NA                 NA            NA                  NA        NA
N19   VCCINT                        NA                 NA                 NA            NA                  NA        NA
P14   VCCINT                        NA                 NA                 NA            NA                  NA        NA
P16   VCCINT                        NA                 NA                 NA            NA                  NA        NA
P18   VCCINT                        NA                 NA                 NA            NA                  NA        NA
R15   VCCINT                        NA                 NA                 NA            NA                  NA        NA
R17   VCCINT                        NA                 NA                 NA            NA                  NA        NA
R19   VCCINT                        NA                 NA                 NA            NA                  NA        NA
T14   VCCINT                        NA                 NA                 NA            NA                  NA        NA
T16   VCCINT                        NA                 NA                 NA            NA                  NA        NA
U15   VCCINT                        NA                 NA                 NA            NA                  NA        NA
U19   VCCINT                        NA                 NA                 NA            NA                  NA        NA
V14   VCCINT                        NA                 NA                 NA            NA                  NA        NA
V16   VCCINT                        NA                 NA                 NA            NA                  NA        NA
W15   VCCINT                        NA                 NA                 NA            NA                  NA        NA
W19   VCCINT                        NA                 NA                 NA            NA                  NA        NA
Y14   VCCINT                        NA                 NA                 NA            NA                  NA        NA
Y16   VCCINT                        NA                 NA                 NA            NA                  NA        NA
Y18   VCCINT                        NA                 NA                 NA            NA                  NA        NA
AA15  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AA17  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AA19  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AB14  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AB16  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AB18  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AC15  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AC17  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AC19  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AD14  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AD16  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AD18  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AD20  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AD22  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AE15  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AE17  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AE19  VCCINT                        NA                 NA                 NA            NA                  NA        NA
AE21  VCCINT                        NA                 NA                 NA            NA                  NA        NA
M22   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
N13   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
N23   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
P12   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
P22   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
R13   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
R23   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
T12   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
T22   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
U13   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
U23   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
V12   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
V22   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
W13   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
W23   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
Y12   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
Y22   VCCAUX                        NA                 NA                 NA            NA                  NA        NA
AA13  VCCAUX                        NA                 NA                 NA            NA                  NA        NA
AA23  VCCAUX                        NA                 NA                 NA            NA                  NA        NA
AB12  VCCAUX                        NA                 NA                 NA            NA                  NA        NA
AB22  VCCAUX                        NA                 NA                 NA            NA                  NA        NA
AC13  VCCAUX                        NA                 NA                 NA            NA                  NA        NA
AC23  VCCAUX                        NA                 NA                 NA            NA                  NA        NA
AD12  VCCAUX                        NA                 NA                 NA            NA                  NA        NA
L13   VCCO_0                        NA                 0                  NA            NA                  NA        NA
T11   VCCO_0                        NA                 0                  NA            NA                  NA        NA
AJ27  VCCO_12                       NA                 12                 NA            NA                  NA        NA
AK34  VCCO_12                       NA                 12                 NA            NA                  NA        NA
AL31  VCCO_12                       NA                 12                 NA            NA                  NA        NA
AM28  VCCO_12                       NA                 12                 NA            NA                  NA        NA
AN25  VCCO_12                       NA                 12                 NA            NA                  NA        NA
AP32  VCCO_12                       NA                 12                 NA            NA                  NA        NA
AC25  VCCO_13                       NA                 13                 NA            NA                  NA        NA
AD32  VCCO_13                       NA                 13                 NA            NA                  NA        NA
AE29  VCCO_13                       NA                 13                 NA            NA                  NA        NA
AF26  VCCO_13                       NA                 13                 NA            NA                  NA        NA
AG33  VCCO_13                       NA                 13                 NA            NA                  NA        NA
AH30  VCCO_13                       NA                 13                 NA            NA                  NA        NA
V30   VCCO_14                       NA                 14                 NA            NA                  NA        NA
W27   VCCO_14                       NA                 14                 NA            NA                  NA        NA
Y24   VCCO_14                       NA                 14                 NA            NA                  NA        NA
Y34   VCCO_14                       NA                 14                 NA            NA                  NA        NA
AA31  VCCO_14                       NA                 14                 NA            NA                  NA        NA
AB28  VCCO_14                       NA                 14                 NA            NA                  NA        NA
M28   VCCO_15                       NA                 15                 NA            NA                  NA        NA
N25   VCCO_15                       NA                 15                 NA            NA                  NA        NA
P32   VCCO_15                       NA                 15                 NA            NA                  NA        NA
R29   VCCO_15                       NA                 15                 NA            NA                  NA        NA
T26   VCCO_15                       NA                 15                 NA            NA                  NA        NA
U33   VCCO_15                       NA                 15                 NA            NA                  NA        NA
G33   VCCO_16                       NA                 16                 NA            NA                  NA        NA
H30   VCCO_16                       NA                 16                 NA            NA                  NA        NA
J27   VCCO_16                       NA                 16                 NA            NA                  NA        NA
K24   VCCO_16                       NA                 16                 NA            NA                  NA        NA
K34   VCCO_16                       NA                 16                 NA            NA                  NA        NA
L31   VCCO_16                       NA                 16                 NA            NA                  NA        NA
A31   VCCO_17                       NA                 17                 NA            NA                  NA        NA
B28   VCCO_17                       NA                 17                 NA            NA                  NA        NA
C25   VCCO_17                       NA                 17                 NA            NA                  NA        NA
D32   VCCO_17                       NA                 17                 NA            NA                  NA        NA
E29   VCCO_17                       NA                 17                 NA            NA                  NA        NA
F26   VCCO_17                       NA                 17                 NA            NA                  NA        NA
AJ2   VCCO_32                       NA                 32                 NA            NA                  NA        NA
AK9   VCCO_32                       NA                 32                 NA            NA                  NA        NA
AL6   VCCO_32                       NA                 32                 NA            NA                  NA        NA
AM3   VCCO_32                       NA                 32                 NA            NA                  NA        NA
AN10  VCCO_32                       NA                 32                 NA            NA                  NA        NA
AP7   VCCO_32                       NA                 32                 NA            NA                  NA        NA
AD7   VCCO_33                       NA                 33                 NA            NA                  NA        NA
AE4   VCCO_33                       NA                 33                 NA            NA                  NA        NA
AF1   VCCO_33                       NA                 33                 NA            NA                  NA        NA
AF11  VCCO_33                       NA                 33                 NA            NA                  NA        NA
AG8   VCCO_33                       NA                 33                 NA            NA                  NA        NA
AH5   VCCO_33                       NA                 33                 NA            NA                  NA        NA
V5    VCCO_34                       NA                 34                 NA            NA                  NA        NA
W2    VCCO_34                       NA                 34                 NA            NA                  NA        NA
Y9    VCCO_34                       NA                 34                 NA            NA                  NA        NA
AA6   VCCO_34                       NA                 34                 NA            NA                  NA        NA
AB3   VCCO_34                       NA                 34                 NA            NA                  NA        NA
AC10  VCCO_34                       NA                 34                 NA            NA                  NA        NA
M3    VCCO_35                       NA                 35                 NA            NA                  NA        NA
N10   VCCO_35                       NA                 35                 NA            NA                  NA        NA
P7    VCCO_35                       NA                 35                 NA            NA                  NA        NA
R4    VCCO_35                       NA                 35                 NA            NA                  NA        NA
T1    VCCO_35                       NA                 35                 NA            NA                  NA        NA
U8    VCCO_35                       NA                 35                 NA            NA                  NA        NA
F1    VCCO_36                       NA                 36                 NA            NA                  NA        NA
G8    VCCO_36                       NA                 36                 NA            NA                  NA        NA
H5    VCCO_36                       NA                 36                 NA            NA                  NA        NA
J2    VCCO_36                       NA                 36                 NA            NA                  NA        NA
J12   VCCO_36                       NA                 36                 NA            NA                  NA        NA
K9    VCCO_36                       NA                 36                 NA            NA                  NA        NA
L6    VCCO_36                       NA                 36                 NA            NA                  NA        NA
A6    VCCO_37                       NA                 37                 NA            NA                  NA        NA
B3    VCCO_37                       NA                 37                 NA            NA                  NA        NA
C10   VCCO_37                       NA                 37                 NA            NA                  NA        NA
D7    VCCO_37                       NA                 37                 NA            NA                  NA        NA
E4    VCCO_37                       NA                 37                 NA            NA                  NA        NA
F11   VCCO_37                       NA                 37                 NA            NA                  NA        NA
M20   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
N21   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
P20   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
R21   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
T20   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
U21   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
V20   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
W21   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
Y20   VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
AA21  VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
AB20  VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
AC21  VCCBRAM                       NA                 NA                 NA            NA                  NA        NA
                                                                                                                      
Total Number of Pins, 1156                                                                                                                
